"2022-07-26_raman__164806 - RawData"
"Wavelength nm.","Abs."
190.00,0.98900
191.00,0.99010
192.00,0.99106
193.00,0.99252
194.00,0.99387
195.00,0.99644
196.00,0.99825
197.00,1.00102
198.00,1.00339
199.00,1.00594
200.00,1.00890
201.00,1.01140
202.00,1.01453
203.00,1.01752
204.00,1.02069
205.00,1.02376
206.00,1.02707
207.00,1.03041
208.00,1.03371
209.00,1.03709
210.00,1.04044
211.00,1.04391
212.00,1.04730
213.00,1.05103
214.00,1.05482
215.00,1.05832
216.00,1.06160
217.00,1.06516
218.00,1.06886
219.00,1.07240
220.00,1.07605
221.00,1.07936
222.00,1.08284
223.00,1.08624
224.00,1.08952
225.00,1.09274
226.00,1.09572
227.00,1.09889
228.00,1.10173
229.00,1.10445
230.00,1.10724
231.00,1.10986
232.00,1.11214
233.00,1.11420
234.00,1.11636
235.00,1.11815
236.00,1.11975
237.00,1.12126
238.00,1.12251
239.00,1.12363
240.00,1.12462
241.00,1.12538
242.00,1.12598
243.00,1.12634
244.00,1.12648
245.00,1.12648
246.00,1.12637
247.00,1.12584
248.00,1.12529
249.00,1.12459
250.00,1.12344
251.00,1.12242
252.00,1.12096
253.00,1.11943
254.00,1.11787
255.00,1.11615
256.00,1.11424
257.00,1.11208
258.00,1.10989
259.00,1.10757
260.00,1.10515
261.00,1.10258
262.00,1.10004
263.00,1.09734
264.00,1.09430
265.00,1.09126
266.00,1.08823
267.00,1.08499
268.00,1.08168
269.00,1.07819
270.00,1.07491
271.00,1.07111
272.00,1.06775
273.00,1.06412
274.00,1.06030
275.00,1.05643
276.00,1.05270
277.00,1.04889
278.00,1.04526
279.00,1.04121
280.00,1.03726
281.00,1.03352
282.00,1.02937
283.00,1.02548
284.00,1.02188
285.00,1.01761
286.00,1.01373
287.00,1.01036
288.00,1.00642
289.00,1.00230
290.00,0.99902
291.00,0.99513
292.00,0.99138
293.00,0.98764
294.00,0.98384
295.00,0.98009
296.00,0.97632
297.00,0.97255
298.00,0.96872
299.00,0.96510
300.00,0.96182
301.00,0.95822
302.00,0.95468
303.00,0.95163
304.00,0.94821
305.00,0.94513
306.00,0.94193
307.00,0.93864
308.00,0.93617
309.00,0.93301
310.00,0.93022
311.00,0.92749
312.00,0.92513
313.00,0.92221
314.00,0.92003
315.00,0.91722
316.00,0.91527
317.00,0.91286
318.00,0.91046
319.00,0.90822
320.00,0.90617
321.00,0.90402
322.00,0.90184
323.00,0.89995
324.00,0.89796
325.00,0.89630
326.00,0.89452
327.00,0.89267
328.00,0.89122
329.00,0.88969
330.00,0.88805
331.00,0.88669
332.00,0.88509
333.00,0.88383
334.00,0.88260
335.00,0.88126
336.00,0.87987
337.00,0.87889
338.00,0.87834
339.00,0.87672
340.00,0.87605
341.00,0.87563
342.00,0.87415
343.00,0.87350
344.00,0.87323
345.00,0.87180
346.00,0.87117
347.00,0.87065
348.00,0.86990
349.00,0.86932
350.00,0.86836
351.00,0.86853
352.00,0.86777
353.00,0.86711
354.00,0.86703
355.00,0.86665
356.00,0.86598
357.00,0.86592
358.00,0.86577
359.00,0.86559
360.00,0.86368
