# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	1.174906e-60
R2	4.425407e-48
R3	4.840175e-18
R4	6.301314e-16
R5	7.735756e-39
R6	4.181657e+08
R7	1.761599e-19
R8	3.729701e-03
R9	7.187774e-16
R10	1.418423e-42
R11	3.765276e-10
R12	1.714881e-04
R13	1.326865e-14
R14	3.077509e-05
R15	4.320640e-22
R16	2.608454e-01
R17	1.873015e-13
R18	7.125238e-07
R19	5.502136e-15
R20	4.988425e-10
R21	2.514664e-03
R22	1.371635e-03
R23	8.077837e-04
R24	4.134568e-09
R25	5.227614e-07
R26	4.688870e+06
R27	3.193177e-10
R28	1.379918e-11
R29	7.212011e-07
R30	3.706420e-05
R31	7.989387e-12
R32	3.024454e-06
R33	8.388348e-03
R34	1.775918e-17
R35	4.150129e-06
R36	1.244626e-12
R37	6.356747e-08
R38	6.851476e-07
R39	2.384355e-09
R40	6.396798e-14
R41	4.918324e-45
R44	9.721250e-07
R45	1.045218e-06
R46	5.226090e-08
R47	8.998823e-13
R48	1.615447e-08
R49	1.465388e-12
R50	2.891417e-04
R51	9.333118e-07
R52	1.611132e-07
R53	7.212118e+00
R54	5.198709e-10
R55	2.747062e-06
R56	4.558960e-04
R57	1.533025e-17
R59	1.480280e-03
R60	2.589794e+01
R61	1.882892e+00
R62	7.022805e-09
R63	3.908886e-03
R64	1.202306e+02
R65	4.136936e-03
R66	2.140187e+01
R67	1.201014e+04
R68	6.363875e-04
R69	1.033371e-02
R70	3.348455e+06
R71	2.232302e+07
R72	7.188740e-10
R73	7.648394e-11
R74	1.434853e-10
R75	6.558812e-04
R76	6.844015e+02
R77	6.844015e+03
R78	6.350990e+00
R79	1.708617e+04
R80	2.865222e-06
R81	2.729509e+08
R82	3.409983e-09
R83	1.698942e-03
R84	6.486925e-01
R85	1.700267e-11
R86	1.037451e-11
R87	1.632101e-11
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.740778e-02
R93	9.505091e-04
R94	1.782613e-04
R95	1.647404e-08
R96	9.137059e+01
R97	9.746967e-14
R98	3.989699e-07
R99	1.026239e-05
R100	2.063781e-07
R101	3.942560e-06
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.073670e-08
R109	8.775993e-01
R110	1.165729e+03
R111	2.472600e+06
R112	1.270056e+07
R113	5.455284e+07
R114	1.091057e+08
R115	4.165180e-02
R116	6.056007e-08
R117	1.408530e-05
R118	3.727215e+10
