"2021-10-05_longtermsulfite_144713 - RawData"
"Wavelength nm.","Abs."
190.00,2.99161
191.00,3.19702
192.00,3.35498
193.00,3.37967
194.00,3.45943
195.00,3.52507
196.00,3.64157
197.00,3.70699
198.00,3.67082
199.00,3.75687
200.00,3.84055
201.00,3.76389
202.00,3.77988
203.00,3.83138
204.00,3.89743
205.00,3.78683
206.00,3.90491
207.00,3.91968
208.00,3.86369
209.00,3.88148
210.00,3.88380
211.00,3.87326
212.00,3.86168
213.00,3.91103
214.00,3.89679
215.00,3.93895
216.00,3.88426
217.00,3.86707
218.00,3.90065
219.00,3.93867
220.00,3.91705
221.00,3.94795
222.00,3.88969
223.00,3.84904
224.00,3.80756
225.00,3.81258
226.00,3.88091
227.00,3.82068
228.00,3.83559
229.00,3.82146
230.00,3.84998
231.00,3.91153
232.00,3.76790
233.00,3.83054
234.00,3.82732
235.00,3.80457
236.00,3.80864
237.00,3.82774
238.00,3.82106
239.00,3.79414
240.00,3.76401
241.00,3.74660
242.00,3.73734
243.00,3.70416
244.00,3.68852
245.00,3.68854
246.00,3.64964
247.00,3.53342
248.00,3.48514
249.00,3.32822
250.00,2.98775
251.00,2.60728
252.00,2.25371
253.00,1.93684
254.00,1.65230
255.00,1.41626
256.00,1.21167
257.00,1.03629
258.00,0.88377
259.00,0.75755
260.00,0.65169
261.00,0.55525
262.00,0.47646
263.00,0.41467
264.00,0.35596
265.00,0.30602
266.00,0.26634
267.00,0.23381
268.00,0.20361
269.00,0.17892
270.00,0.15923
271.00,0.14172
272.00,0.12727
273.00,0.11591
274.00,0.10571
275.00,0.09702
276.00,0.09006
277.00,0.08438
278.00,0.07933
279.00,0.07494
280.00,0.07138
281.00,0.06837
282.00,0.06563
283.00,0.06342
284.00,0.06146
285.00,0.05968
286.00,0.05815
287.00,0.05682
288.00,0.05548
289.00,0.05431
290.00,0.05327
291.00,0.05215
292.00,0.05113
293.00,0.05013
294.00,0.04927
295.00,0.04843
296.00,0.04765
297.00,0.04709
298.00,0.04652
299.00,0.04604
300.00,0.04556
301.00,0.04521
302.00,0.04483
303.00,0.04454
304.00,0.04427
305.00,0.04396
306.00,0.04338
307.00,0.04312
308.00,0.04282
309.00,0.04268
310.00,0.04251
311.00,0.04237
312.00,0.04219
313.00,0.04199
314.00,0.04190
315.00,0.04179
316.00,0.04164
317.00,0.04147
318.00,0.04135
319.00,0.04117
320.00,0.04112
321.00,0.04100
322.00,0.04082
323.00,0.04076
324.00,0.04057
325.00,0.04051
326.00,0.04050
327.00,0.04041
328.00,0.04028
329.00,0.04012
330.00,0.04005
331.00,0.03995
332.00,0.03995
333.00,0.03975
334.00,0.03975
335.00,0.03963
336.00,0.03961
337.00,0.03938
338.00,0.03931
339.00,0.03926
340.00,0.03925
341.00,0.03915
342.00,0.03909
343.00,0.03902
344.00,0.03896
345.00,0.03885
346.00,0.03874
347.00,0.03870
348.00,0.03860
349.00,0.03864
350.00,0.03848
351.00,0.03845
352.00,0.03833
353.00,0.03839
354.00,0.03816
355.00,0.03827
356.00,0.03821
357.00,0.03809
358.00,0.03812
359.00,0.03795
360.00,0.03773
