"2021-10-27_111602 - RawData"
"Wavelength nm.","Abs."
190.00,2.94994
191.00,3.15929
192.00,3.15332
193.00,3.35721
194.00,3.44295
195.00,3.45558
196.00,3.56747
197.00,3.73375
198.00,3.57629
199.00,3.60283
200.00,3.61746
201.00,3.68286
202.00,3.84831
203.00,3.72183
204.00,3.80222
205.00,3.78163
206.00,3.77095
207.00,3.81529
208.00,3.77800
209.00,3.80968
210.00,3.84679
211.00,3.85010
212.00,3.77138
213.00,3.80394
214.00,3.81039
215.00,3.80032
216.00,3.87582
217.00,3.79845
218.00,3.81696
219.00,3.85307
220.00,3.89929
221.00,3.90112
222.00,3.77428
223.00,3.77788
224.00,3.74237
225.00,3.73828
226.00,3.68369
227.00,3.72650
228.00,3.78149
229.00,3.71144
230.00,3.77214
231.00,3.70113
232.00,3.74263
233.00,3.76971
234.00,3.78523
235.00,3.75865
236.00,3.72112
237.00,3.70801
238.00,3.69769
239.00,3.68352
240.00,3.64487
241.00,3.63501
242.00,3.61575
243.00,3.58607
244.00,3.57289
245.00,3.57681
246.00,3.50652
247.00,3.40459
248.00,3.21825
249.00,2.91460
250.00,2.54633
251.00,2.16974
252.00,1.84926
253.00,1.57307
254.00,1.32587
255.00,1.12317
256.00,0.95039
257.00,0.80461
258.00,0.67853
259.00,0.57407
260.00,0.48801
261.00,0.41112
262.00,0.34830
263.00,0.29916
264.00,0.25302
265.00,0.21489
266.00,0.18491
267.00,0.16063
268.00,0.13860
269.00,0.12102
270.00,0.10732
271.00,0.09534
272.00,0.08580
273.00,0.07861
274.00,0.07224
275.00,0.06697
276.00,0.06291
277.00,0.05972
278.00,0.05699
279.00,0.05472
280.00,0.05287
281.00,0.05144
282.00,0.05019
283.00,0.04926
284.00,0.04842
285.00,0.04770
286.00,0.04720
287.00,0.04666
288.00,0.04622
289.00,0.04581
290.00,0.04552
291.00,0.04520
292.00,0.04494
293.00,0.04462
294.00,0.04440
295.00,0.04411
296.00,0.04387
297.00,0.04372
298.00,0.04353
299.00,0.04338
300.00,0.04329
301.00,0.04312
302.00,0.04300
303.00,0.04288
304.00,0.04272
305.00,0.04259
306.00,0.04228
307.00,0.04211
308.00,0.04202
309.00,0.04192
310.00,0.04184
311.00,0.04172
312.00,0.04158
313.00,0.04150
314.00,0.04141
315.00,0.04131
316.00,0.04128
317.00,0.04117
318.00,0.04105
319.00,0.04092
320.00,0.04091
321.00,0.04080
322.00,0.04065
323.00,0.04074
324.00,0.04059
325.00,0.04053
326.00,0.04036
327.00,0.04034
328.00,0.04037
329.00,0.04022
330.00,0.04021
331.00,0.04013
332.00,0.03999
333.00,0.04001
334.00,0.04001
335.00,0.03995
336.00,0.03983
337.00,0.03979
338.00,0.03972
339.00,0.03967
340.00,0.03975
341.00,0.03973
342.00,0.03964
343.00,0.03957
344.00,0.03951
345.00,0.03954
346.00,0.03949
347.00,0.03946
348.00,0.03938
349.00,0.03929
350.00,0.03926
351.00,0.03903
352.00,0.03922
353.00,0.03920
354.00,0.03902
355.00,0.03889
356.00,0.03896
357.00,0.03883
358.00,0.03891
359.00,0.03889
360.00,0.03880
