"2022-03-03_102524 - RawData"
"Wavelength nm.","Abs."
190.00,1.00165
191.00,1.00070
192.00,1.00240
193.00,1.00365
194.00,1.00613
195.00,1.00879
196.00,1.01079
197.00,1.01317
198.00,1.01582
199.00,1.01846
200.00,1.02112
201.00,1.02356
202.00,1.02618
203.00,1.02924
204.00,1.03229
205.00,1.03537
206.00,1.03882
207.00,1.04214
208.00,1.04585
209.00,1.04915
210.00,1.05252
211.00,1.05647
212.00,1.05995
213.00,1.06367
214.00,1.06744
215.00,1.07114
216.00,1.07443
217.00,1.07838
218.00,1.08212
219.00,1.08574
220.00,1.08931
221.00,1.09283
222.00,1.09627
223.00,1.09969
224.00,1.10312
225.00,1.10616
226.00,1.10942
227.00,1.11244
228.00,1.11537
229.00,1.11813
230.00,1.12070
231.00,1.12312
232.00,1.12560
233.00,1.12759
234.00,1.12976
235.00,1.13156
236.00,1.13300
237.00,1.13452
238.00,1.13580
239.00,1.13680
240.00,1.13777
241.00,1.13852
242.00,1.13911
243.00,1.13947
244.00,1.13962
245.00,1.13960
246.00,1.13933
247.00,1.13884
248.00,1.13838
249.00,1.13751
250.00,1.13640
251.00,1.13530
252.00,1.13391
253.00,1.13232
254.00,1.13048
255.00,1.12862
256.00,1.12669
257.00,1.12439
258.00,1.12216
259.00,1.11996
260.00,1.11748
261.00,1.11458
262.00,1.11182
263.00,1.10936
264.00,1.10600
265.00,1.10277
266.00,1.09953
267.00,1.09676
268.00,1.09296
269.00,1.08972
270.00,1.08585
271.00,1.08243
272.00,1.07852
273.00,1.07507
274.00,1.07101
275.00,1.06714
276.00,1.06339
277.00,1.05983
278.00,1.05563
279.00,1.05156
280.00,1.04753
281.00,1.04367
282.00,1.03993
283.00,1.03561
284.00,1.03188
285.00,1.02800
286.00,1.02393
287.00,1.02013
288.00,1.01634
289.00,1.01247
290.00,1.00888
291.00,1.00513
292.00,1.00124
293.00,0.99762
294.00,0.99399
295.00,0.99011
296.00,0.98622
297.00,0.98285
298.00,0.97896
299.00,0.97525
300.00,0.97182
301.00,0.96828
302.00,0.96487
303.00,0.96170
304.00,0.95859
305.00,0.95532
306.00,0.95206
307.00,0.94936
308.00,0.94601
309.00,0.94333
310.00,0.94061
311.00,0.93777
312.00,0.93500
313.00,0.93277
314.00,0.93047
315.00,0.92789
316.00,0.92528
317.00,0.92314
318.00,0.92090
319.00,0.91898
320.00,0.91641
321.00,0.91473
322.00,0.91240
323.00,0.91029
324.00,0.90852
325.00,0.90660
326.00,0.90463
327.00,0.90314
328.00,0.90166
329.00,0.89986
330.00,0.89812
331.00,0.89703
332.00,0.89609
333.00,0.89442
334.00,0.89320
335.00,0.89207
336.00,0.89027
337.00,0.88956
338.00,0.88864
339.00,0.88733
340.00,0.88625
341.00,0.88597
342.00,0.88512
343.00,0.88393
344.00,0.88361
345.00,0.88249
346.00,0.88211
347.00,0.88132
348.00,0.88106
349.00,0.88034
350.00,0.87914
351.00,0.87892
352.00,0.87856
353.00,0.87863
354.00,0.87807
355.00,0.87723
356.00,0.87671
357.00,0.87688
358.00,0.87643
359.00,0.87596
360.00,0.87614
