"2021-10-05_longtermsulfite_100mM_unbuffered_1 - RawData"
"Wavelength nm.","Abs."
190.00,2.90512
191.00,3.18895
192.00,3.40952
193.00,3.42464
194.00,3.55577
195.00,3.74176
196.00,3.65947
197.00,3.67117
198.00,3.74242
199.00,3.76416
200.00,3.81364
201.00,3.69469
202.00,3.75468
203.00,3.81291
204.00,3.84785
205.00,3.80864
206.00,3.89951
207.00,3.93156
208.00,3.89867
209.00,3.87416
210.00,3.89445
211.00,3.88785
212.00,3.90451
213.00,3.89099
214.00,3.89610
215.00,3.93060
216.00,3.91185
217.00,3.87393
218.00,3.91740
219.00,3.91309
220.00,3.91681
221.00,3.91899
222.00,3.91133
223.00,3.89212
224.00,3.88205
225.00,3.87463
226.00,3.81541
227.00,3.88525
228.00,3.82843
229.00,3.86899
230.00,3.87993
231.00,3.82640
232.00,3.83557
233.00,3.91212
234.00,3.84070
235.00,3.81351
236.00,3.84633
237.00,3.79314
238.00,3.84457
239.00,3.79640
240.00,3.76950
241.00,3.76752
242.00,3.74690
243.00,3.70036
244.00,3.69737
245.00,3.68034
246.00,3.65720
247.00,3.62050
248.00,3.59801
249.00,3.53555
250.00,3.29004
251.00,2.92557
252.00,2.53394
253.00,2.17880
254.00,1.85179
255.00,1.58244
256.00,1.34521
257.00,1.14229
258.00,0.96596
259.00,0.81912
260.00,0.69580
261.00,0.58511
262.00,0.49478
263.00,0.42395
264.00,0.35635
265.00,0.29930
266.00,0.25443
267.00,0.21843
268.00,0.18520
269.00,0.15816
270.00,0.13702
271.00,0.11871
272.00,0.10373
273.00,0.09213
274.00,0.08202
275.00,0.07375
276.00,0.06732
277.00,0.06223
278.00,0.05786
279.00,0.05414
280.00,0.05138
281.00,0.04906
282.00,0.04706
283.00,0.04558
284.00,0.04427
285.00,0.04323
286.00,0.04243
287.00,0.04175
288.00,0.04115
289.00,0.04062
290.00,0.04018
291.00,0.03987
292.00,0.03947
293.00,0.03917
294.00,0.03889
295.00,0.03860
296.00,0.03836
297.00,0.03822
298.00,0.03809
299.00,0.03796
300.00,0.03784
301.00,0.03778
302.00,0.03767
303.00,0.03755
304.00,0.03748
305.00,0.03741
306.00,0.03706
307.00,0.03693
308.00,0.03676
309.00,0.03680
310.00,0.03671
311.00,0.03659
312.00,0.03665
313.00,0.03654
314.00,0.03645
315.00,0.03645
316.00,0.03641
317.00,0.03632
318.00,0.03624
319.00,0.03618
320.00,0.03618
321.00,0.03607
322.00,0.03604
323.00,0.03601
324.00,0.03590
325.00,0.03592
326.00,0.03592
327.00,0.03584
328.00,0.03586
329.00,0.03577
330.00,0.03572
331.00,0.03571
332.00,0.03571
333.00,0.03551
334.00,0.03558
335.00,0.03552
336.00,0.03558
337.00,0.03542
338.00,0.03537
339.00,0.03540
340.00,0.03532
341.00,0.03523
342.00,0.03525
343.00,0.03522
344.00,0.03519
345.00,0.03517
346.00,0.03506
347.00,0.03516
348.00,0.03499
349.00,0.03505
350.00,0.03499
351.00,0.03499
352.00,0.03488
353.00,0.03497
354.00,0.03487
355.00,0.03479
356.00,0.03473
357.00,0.03462
358.00,0.03468
359.00,0.03464
360.00,0.03458
