"2022-07-20_longtermsulfite_ND_1.0_filter - RawData"
"Wavelength nm.","Abs."
190.00,0.99030
191.00,0.99182
192.00,0.99242
193.00,0.99475
194.00,0.99634
195.00,0.99797
196.00,1.00058
197.00,1.00270
198.00,1.00575
199.00,1.00781
200.00,1.01076
201.00,1.01347
202.00,1.01633
203.00,1.01942
204.00,1.02229
205.00,1.02565
206.00,1.02890
207.00,1.03230
208.00,1.03580
209.00,1.03891
210.00,1.04230
211.00,1.04575
212.00,1.04921
213.00,1.05269
214.00,1.05649
215.00,1.05997
216.00,1.06354
217.00,1.06703
218.00,1.07068
219.00,1.07417
220.00,1.07759
221.00,1.08122
222.00,1.08429
223.00,1.08781
224.00,1.09109
225.00,1.09436
226.00,1.09744
227.00,1.10045
228.00,1.10327
229.00,1.10597
230.00,1.10873
231.00,1.11119
232.00,1.11349
233.00,1.11555
234.00,1.11784
235.00,1.11945
236.00,1.12106
237.00,1.12274
238.00,1.12392
239.00,1.12506
240.00,1.12593
241.00,1.12665
242.00,1.12729
243.00,1.12752
244.00,1.12767
245.00,1.12773
246.00,1.12752
247.00,1.12715
248.00,1.12651
249.00,1.12573
250.00,1.12473
251.00,1.12354
252.00,1.12221
253.00,1.12071
254.00,1.11908
255.00,1.11742
256.00,1.11528
257.00,1.11320
258.00,1.11082
259.00,1.10869
260.00,1.10637
261.00,1.10367
262.00,1.10106
263.00,1.09853
264.00,1.09518
265.00,1.09233
266.00,1.08917
267.00,1.08609
268.00,1.08267
269.00,1.07919
270.00,1.07588
271.00,1.07222
272.00,1.06850
273.00,1.06508
274.00,1.06119
275.00,1.05740
276.00,1.05342
277.00,1.04973
278.00,1.04601
279.00,1.04199
280.00,1.03780
281.00,1.03436
282.00,1.03021
283.00,1.02637
284.00,1.02232
285.00,1.01840
286.00,1.01479
287.00,1.01106
288.00,1.00725
289.00,1.00330
290.00,1.00008
291.00,0.99599
292.00,0.99219
293.00,0.98825
294.00,0.98466
295.00,0.98094
296.00,0.97737
297.00,0.97354
298.00,0.96956
299.00,0.96611
300.00,0.96263
301.00,0.95897
302.00,0.95546
303.00,0.95244
304.00,0.94908
305.00,0.94577
306.00,0.94270
307.00,0.93982
308.00,0.93674
309.00,0.93390
310.00,0.93097
311.00,0.92842
312.00,0.92563
313.00,0.92342
314.00,0.92094
315.00,0.91864
316.00,0.91591
317.00,0.91360
318.00,0.91138
319.00,0.90952
320.00,0.90685
321.00,0.90457
322.00,0.90269
323.00,0.90070
324.00,0.89915
325.00,0.89697
326.00,0.89514
327.00,0.89342
328.00,0.89189
329.00,0.89020
330.00,0.88863
331.00,0.88753
332.00,0.88574
333.00,0.88429
334.00,0.88306
335.00,0.88171
336.00,0.88077
337.00,0.87958
338.00,0.87872
339.00,0.87779
340.00,0.87660
341.00,0.87599
342.00,0.87462
343.00,0.87413
344.00,0.87331
345.00,0.87273
346.00,0.87164
347.00,0.87125
348.00,0.87082
349.00,0.87044
350.00,0.86958
351.00,0.86917
352.00,0.86871
353.00,0.86839
354.00,0.86731
355.00,0.86690
356.00,0.86702
357.00,0.86668
358.00,0.86646
359.00,0.86592
360.00,0.86601
