"2021-12-09_longtermsulfite_ND1.0 - RawData"
"Wavelength nm.","Abs."
190.00,0.99506
191.00,0.99547
192.00,0.99591
193.00,0.99812
194.00,1.00021
195.00,1.00243
196.00,1.00449
197.00,1.00705
198.00,1.00928
199.00,1.01193
200.00,1.01448
201.00,1.01730
202.00,1.02023
203.00,1.02362
204.00,1.02650
205.00,1.03014
206.00,1.03345
207.00,1.03708
208.00,1.04056
209.00,1.04428
210.00,1.04782
211.00,1.05167
212.00,1.05530
213.00,1.05899
214.00,1.06302
215.00,1.06657
216.00,1.07024
217.00,1.07410
218.00,1.07793
219.00,1.08165
220.00,1.08546
221.00,1.08900
222.00,1.09250
223.00,1.09599
224.00,1.09944
225.00,1.10257
226.00,1.10582
227.00,1.10905
228.00,1.11189
229.00,1.11478
230.00,1.11745
231.00,1.11992
232.00,1.12227
233.00,1.12445
234.00,1.12662
235.00,1.12830
236.00,1.13005
237.00,1.13148
238.00,1.13280
239.00,1.13382
240.00,1.13493
241.00,1.13564
242.00,1.13629
243.00,1.13664
244.00,1.13687
245.00,1.13675
246.00,1.13684
247.00,1.13625
248.00,1.13571
249.00,1.13486
250.00,1.13388
251.00,1.13283
252.00,1.13147
253.00,1.12985
254.00,1.12804
255.00,1.12630
256.00,1.12436
257.00,1.12224
258.00,1.11981
259.00,1.11755
260.00,1.11510
261.00,1.11235
262.00,1.10979
263.00,1.10692
264.00,1.10384
265.00,1.10095
266.00,1.09772
267.00,1.09450
268.00,1.09106
269.00,1.08740
270.00,1.08366
271.00,1.08029
272.00,1.07668
273.00,1.07312
274.00,1.06914
275.00,1.06516
276.00,1.06123
277.00,1.05772
278.00,1.05370
279.00,1.04956
280.00,1.04561
281.00,1.04190
282.00,1.03766
283.00,1.03401
284.00,1.03029
285.00,1.02599
286.00,1.02231
287.00,1.01857
288.00,1.01463
289.00,1.01086
290.00,1.00729
291.00,1.00369
292.00,0.99953
293.00,0.99596
294.00,0.99216
295.00,0.98837
296.00,0.98465
297.00,0.98083
298.00,0.97726
299.00,0.97371
300.00,0.97014
301.00,0.96686
302.00,0.96321
303.00,0.96016
304.00,0.95692
305.00,0.95383
306.00,0.95071
307.00,0.94733
308.00,0.94467
309.00,0.94188
310.00,0.93924
311.00,0.93639
312.00,0.93358
313.00,0.93117
314.00,0.92903
315.00,0.92644
316.00,0.92383
317.00,0.92152
318.00,0.91948
319.00,0.91716
320.00,0.91521
321.00,0.91261
322.00,0.91057
323.00,0.90880
324.00,0.90701
325.00,0.90482
326.00,0.90305
327.00,0.90169
328.00,0.89980
329.00,0.89803
330.00,0.89662
331.00,0.89536
332.00,0.89391
333.00,0.89218
334.00,0.89105
335.00,0.88979
336.00,0.88881
337.00,0.88757
338.00,0.88680
339.00,0.88585
340.00,0.88466
341.00,0.88393
342.00,0.88251
343.00,0.88176
344.00,0.88132
345.00,0.88026
346.00,0.88014
347.00,0.87939
348.00,0.87857
349.00,0.87764
350.00,0.87703
351.00,0.87674
352.00,0.87637
353.00,0.87569
354.00,0.87573
355.00,0.87532
356.00,0.87482
357.00,0.87468
358.00,0.87404
359.00,0.87492
360.00,0.87463
