"2021-10-06__165716 sulfide tetrazolium2 - RawData"
"Wavelength nm.","Abs."
400.00,0.07990
401.00,0.08066
402.00,0.08162
403.00,0.08267
404.00,0.08385
405.00,0.08516
406.00,0.08647
407.00,0.08797
408.00,0.08946
409.00,0.09114
410.00,0.09282
411.00,0.09447
412.00,0.09641
413.00,0.09825
414.00,0.10020
415.00,0.10233
416.00,0.10461
417.00,0.10692
418.00,0.10922
419.00,0.11154
420.00,0.11411
421.00,0.11668
422.00,0.11929
423.00,0.12206
424.00,0.12480
425.00,0.12767
426.00,0.13054
427.00,0.13344
428.00,0.13644
429.00,0.13953
430.00,0.14261
431.00,0.14583
432.00,0.14909
433.00,0.15250
434.00,0.15593
435.00,0.15939
436.00,0.16284
437.00,0.16637
438.00,0.16989
439.00,0.17345
440.00,0.17709
441.00,0.18080
442.00,0.18463
443.00,0.18843
444.00,0.19234
445.00,0.19629
446.00,0.20023
447.00,0.20447
448.00,0.20868
449.00,0.21292
450.00,0.21712
451.00,0.22119
452.00,0.22525
453.00,0.22914
454.00,0.23315
455.00,0.23718
456.00,0.24110
457.00,0.24492
458.00,0.24875
459.00,0.25259
460.00,0.25629
461.00,0.25990
462.00,0.26335
463.00,0.26692
464.00,0.27063
465.00,0.27400
466.00,0.27742
467.00,0.28101
468.00,0.28429
469.00,0.28755
470.00,0.29100
471.00,0.29420
472.00,0.29736
473.00,0.30049
474.00,0.30353
475.00,0.30637
476.00,0.30902
477.00,0.31172
478.00,0.31415
479.00,0.31642
480.00,0.31868
481.00,0.32066
482.00,0.32243
483.00,0.32411
484.00,0.32555
485.00,0.32675
486.00,0.32777
487.00,0.32863
488.00,0.32925
489.00,0.32971
490.00,0.32999
491.00,0.33006
492.00,0.32994
493.00,0.32970
494.00,0.32925
495.00,0.32863
496.00,0.32777
497.00,0.32683
498.00,0.32567
499.00,0.32443
500.00,0.32306
501.00,0.32158
502.00,0.32002
503.00,0.31831
504.00,0.31657
505.00,0.31479
506.00,0.31294
507.00,0.31100
508.00,0.30913
509.00,0.30719
510.00,0.30515
511.00,0.30327
512.00,0.30124
513.00,0.29929
514.00,0.29727
515.00,0.29529
516.00,0.29349
517.00,0.29169
518.00,0.28975
519.00,0.28773
520.00,0.28575
521.00,0.28383
522.00,0.28189
523.00,0.27994
524.00,0.27809
525.00,0.27628
526.00,0.27438
527.00,0.27260
528.00,0.27077
529.00,0.26889
530.00,0.26697
531.00,0.26514
532.00,0.26315
533.00,0.26123
534.00,0.25917
535.00,0.25716
536.00,0.25491
537.00,0.25262
538.00,0.25044
539.00,0.24808
540.00,0.24562
541.00,0.24310
542.00,0.24043
543.00,0.23775
544.00,0.23474
545.00,0.23161
546.00,0.22832
547.00,0.22490
548.00,0.22116
549.00,0.21753
550.00,0.21382
551.00,0.20990
552.00,0.20581
553.00,0.20187
554.00,0.19768
555.00,0.19351
556.00,0.18933
557.00,0.18497
558.00,0.18062
559.00,0.17639
560.00,0.17215
561.00,0.16779
562.00,0.16347
563.00,0.15927
564.00,0.15488
565.00,0.15057
566.00,0.14650
567.00,0.14233
568.00,0.13803
569.00,0.13405
570.00,0.13007
571.00,0.12605
572.00,0.12228
573.00,0.11870
574.00,0.11508
575.00,0.11166
576.00,0.10846
577.00,0.10516
578.00,0.10201
579.00,0.09908
580.00,0.09618
581.00,0.09341
582.00,0.09084
583.00,0.08839
584.00,0.08589
585.00,0.08365
586.00,0.08153
587.00,0.07936
588.00,0.07744
589.00,0.07549
590.00,0.07361
591.00,0.07181
592.00,0.07011
593.00,0.06842
594.00,0.06679
595.00,0.06525
596.00,0.06377
597.00,0.06233
598.00,0.06104
599.00,0.05974
600.00,0.05850
601.00,0.05739
602.00,0.05627
603.00,0.05525
604.00,0.05429
605.00,0.05334
606.00,0.05243
607.00,0.05162
608.00,0.05084
609.00,0.05005
610.00,0.04930
611.00,0.04860
612.00,0.04790
613.00,0.04724
614.00,0.04663
615.00,0.04604
616.00,0.04544
617.00,0.04492
618.00,0.04442
619.00,0.04393
620.00,0.04350
621.00,0.04306
622.00,0.04262
623.00,0.04225
624.00,0.04192
625.00,0.04160
626.00,0.04131
627.00,0.04102
628.00,0.04076
629.00,0.04051
630.00,0.04028
631.00,0.04004
632.00,0.03976
633.00,0.03949
634.00,0.03920
635.00,0.03893
636.00,0.03865
637.00,0.03839
638.00,0.03816
639.00,0.03792
640.00,0.03770
641.00,0.03751
642.00,0.03734
643.00,0.03722
644.00,0.03705
645.00,0.03691
646.00,0.03677
647.00,0.03665
648.00,0.03654
649.00,0.03647
650.00,0.03636
651.00,0.03625
652.00,0.03618
653.00,0.03609
654.00,0.03604
655.00,0.03598
656.00,0.03593
657.00,0.03586
658.00,0.03578
659.00,0.03572
660.00,0.03569
661.00,0.03566
662.00,0.03564
663.00,0.03560
664.00,0.03554
665.00,0.03549
666.00,0.03548
667.00,0.03545
668.00,0.03545
669.00,0.03545
670.00,0.03542
671.00,0.03537
672.00,0.03534
673.00,0.03534
674.00,0.03532
675.00,0.03532
676.00,0.03529
677.00,0.03526
678.00,0.03522
679.00,0.03520
680.00,0.03517
681.00,0.03517
682.00,0.03517
683.00,0.03513
684.00,0.03510
685.00,0.03505
686.00,0.03505
687.00,0.03503
688.00,0.03505
689.00,0.03503
690.00,0.03505
691.00,0.03502
692.00,0.03502
693.00,0.03502
694.00,0.03503
695.00,0.03505
696.00,0.03506
697.00,0.03503
698.00,0.03502
699.00,0.03502
700.00,0.03499
