100.00	2.145860e-010	2.145860e-010	0.721852
102.33	2.140295e-010	2.140295e-010	0.721977
104.71	2.133938e-010	2.133938e-010	0.722100
107.15	2.127274e-010	2.127274e-010	0.722035
109.65	2.119274e-010	2.119274e-010	0.722099
112.20	2.110351e-010	2.110351e-010	0.722182
114.82	2.100964e-010	2.100964e-010	0.722116
117.49	2.090400e-010	2.090400e-010	0.722112
120.23	2.078837e-010	2.078837e-010	0.722137
123.03	2.066727e-010	2.066727e-010	0.722035
125.89	2.053545e-010	2.053545e-010	0.721952
128.82	2.039328e-010	2.039328e-010	0.721903
131.83	2.024510e-010	2.024510e-010	0.721738
134.90	2.008747e-010	2.008747e-010	0.721551
138.04	1.991889e-010	1.991889e-010	0.721422
141.25	1.974426e-010	1.974426e-010	0.721181
144.54	1.956115e-010	1.956115e-010	0.720894
147.91	1.936730e-010	1.936730e-010	0.720663
151.36	1.916727e-010	1.916727e-010	0.720332
154.88	1.895951e-010	1.895951e-010	0.719944
158.49	1.874219e-010	1.874219e-010	0.719586
162.18	1.851844e-010	1.851844e-010	0.719155
165.96	1.828796e-010	1.828796e-010	0.718656
169.82	1.804914e-010	1.804914e-010	0.718163
173.78	1.780389e-010	1.780389e-010	0.717621
177.83	1.755300e-010	1.755300e-010	0.716996
181.97	1.729476e-010	1.729476e-010	0.716368
186.21	1.703079e-010	1.703079e-010	0.715694
190.55	1.676209e-010	1.676209e-010	0.714936
194.98	1.648726e-010	1.648726e-010	0.714166
199.53	1.620756e-010	1.620756e-010	0.713353
204.17	1.592415e-010	1.592415e-010	0.712456
208.93	1.563587e-010	1.563587e-010	0.711537
213.80	1.534374e-010	1.534374e-010	0.710573
218.78	1.504876e-010	1.504876e-010	0.709532
223.87	1.475029e-010	1.475029e-010	0.708454
229.09	1.444900e-010	1.444900e-010	0.707331
234.42	1.414584e-010	1.414584e-010	0.706136
239.88	1.384053e-010	1.384053e-010	0.704894
245.47	1.353358e-010	1.353358e-010	0.703605
251.19	1.322578e-010	1.322578e-010	0.702249
257.04	1.291714e-010	1.291714e-010	0.700838
263.03	1.260795e-010	1.260795e-010	0.699381
269.15	1.229895e-010	1.229895e-010	0.697856
275.42	1.199027e-010	1.199027e-010	0.696272
281.84	1.168210e-010	1.168210e-010	0.694639
288.40	1.137509e-010	1.137509e-010	0.692939
295.12	1.106943e-010	1.106943e-010	0.691177
302.00	1.076533e-010	1.076533e-010	0.689359
309.03	1.046330e-010	1.046330e-010	0.687478
316.23	1.016359e-010	1.016359e-010	0.685530
323.59	9.866397e-011	9.866397e-011	0.683526
331.13	9.572115e-011	9.572115e-011	0.681457
338.84	9.281045e-011	9.281045e-011	0.679322
346.74	8.993328e-011	8.993328e-011	0.677127
354.81	8.709270e-011	8.709270e-011	0.674870
363.08	8.453839e-011	8.453839e-011	0.672077
371.54	8.119714e-011	8.119714e-011	0.670794
380.19	7.790827e-011	7.790827e-011	0.669440
389.05	7.467484e-011	7.467484e-011	0.668016
398.11	7.150058e-011	7.150058e-011	0.666516
407.38	6.838802e-011	6.838802e-011	0.664941
416.87	6.560499e-011	6.560499e-011	0.662766
426.58	6.290556e-011	6.290556e-011	0.660470
436.52	6.026720e-011	6.026720e-011	0.658098
446.68	5.769123e-011	5.769123e-011	0.655651
457.09	5.537647e-011	5.537647e-011	0.652722
467.74	5.319009e-011	5.319009e-011	0.649575
478.63	5.105941e-011	5.105941e-011	0.646359
489.78	4.898492e-011	4.898492e-011	0.643070
501.19	4.696669e-011	4.696669e-011	0.639713
512.86	4.500493e-011	4.500493e-011	0.636286
524.81	4.309971e-011	4.309971e-011	0.632789
537.03	4.125080e-011	4.125080e-011	0.629224
549.54	3.945817e-011	3.945817e-011	0.625590
562.34	3.771081e-011	3.771081e-011	0.621910
575.44	3.601008e-011	3.601008e-011	0.618185
588.84	3.436546e-011	3.436546e-011	0.614392
602.56	3.277634e-011	3.277634e-011	0.610527
616.60	3.124181e-011	3.124181e-011	0.606595
630.96	2.976131e-011	2.976131e-011	0.602599
645.65	2.833426e-011	2.833425e-011	0.598528
660.69	2.695935e-011	2.695934e-011	0.594388
676.08	2.563570e-011	2.563569e-011	0.590185
691.83	2.436274e-011	2.436273e-011	0.585914
707.95	2.310483e-011	2.310483e-011	0.581659
724.44	2.191594e-011	2.191593e-011	0.577280
741.31	2.081945e-011	2.081943e-011	0.572717
758.58	1.976731e-011	1.976729e-011	0.568091
776.25	1.875814e-011	1.875813e-011	0.563394
794.33	1.779058e-011	1.779057e-011	0.558629
812.83	1.686359e-011	1.686357e-011	0.553802
831.76	1.591675e-011	1.591672e-011	0.549082
851.14	1.504761e-011	1.504758e-011	0.544185
870.96	1.419464e-011	1.419461e-011	0.539276
891.25	1.342532e-011	1.342528e-011	0.534167
912.01	1.263588e-011	1.263583e-011	0.529152
933.25	1.191632e-011	1.191624e-011	0.523980
954.99	1.122373e-011	1.122359e-011	0.518756
977.24	1.055360e-011	1.055340e-011	0.513481
1000.00	9.946963e-012	9.946739e-012	0.508046
1023.29	9.335260e-012	9.335044e-012	0.502637
1047.13	8.785980e-012	8.785775e-012	0.497088
1071.52	8.233514e-012	8.233308e-012	0.491556
1096.48	7.712241e-012	7.712021e-012	0.485941
1122.02	7.220560e-012	7.220294e-012	0.480238
1148.15	6.757067e-012	6.756678e-012	0.474448
1174.90	6.333243e-012	6.332714e-012	0.468560
1202.26	5.936963e-012	5.936359e-012	0.462610
1230.27	5.539565e-012	5.538883e-012	0.456643
1258.93	5.166086e-012	5.165281e-012	0.450607
1288.25	4.813362e-012	4.812356e-012	0.444498
1318.26	4.495155e-012	4.493806e-012	0.438305
1348.96	4.194135e-012	4.192214e-012	0.432045
1380.38	3.898957e-012	3.895754e-012	0.425719
1412.54	3.622757e-012	3.616464e-012	0.419329
1445.44	3.378439e-012	3.369359e-012	0.412901
1479.11	3.138710e-012	3.128701e-012	0.406414
1513.56	2.912251e-012	2.901510e-012	0.399863
1548.82	2.715269e-012	2.703077e-012	0.393294
1584.89	2.507901e-012	2.493709e-012	0.386581
1621.81	2.325712e-012	2.308832e-012	0.379849
1659.59	2.166016e-012	2.145794e-012	0.373128
1698.24	2.012790e-012	1.988830e-012	0.366353
1737.80	1.864641e-012	1.836214e-012	0.359509
1778.28	1.727327e-012	1.693853e-012	0.352636
1819.70	1.603666e-012	1.566371e-012	0.345785
1862.09	1.489749e-012	1.445765e-012	0.338872
1905.46	1.393430e-012	1.330728e-012	0.331852
1949.84	1.301130e-012	1.224478e-012	0.324796
1995.26	1.202014e-012	1.123924e-012	0.317677
2041.74	1.110083e-012	1.031382e-012	0.310527
2089.30	1.025779e-012	9.455869e-013	0.303345
2137.96	9.458834e-013	8.623325e-013	0.296054
2187.76	8.734000e-013	7.850647e-013	0.288752
2238.72	8.075457e-013	7.129398e-013	0.281437
2290.87	7.506690e-013	6.473699e-013	0.274171
2344.23	6.988294e-013	5.845629e-013	0.266837
2398.83	6.588327e-013	5.277894e-013	0.259541
2454.71	6.287889e-013	4.714972e-013	0.252045
2511.89	6.048753e-013	4.159818e-013	0.244311
2570.40	5.763255e-013	3.605453e-013	0.236251
2630.27	5.441915e-013	3.122569e-013	0.228243
2691.53	5.174156e-013	2.646218e-013	0.219873
2754.23	9.312431e-013	2.058288e-013	0.209521
2818.38	2.163650e-012	1.787413e-013	0.200077
2884.03	3.305422e-012	1.741621e-013	0.192460
2951.21	3.791278e-012	1.765068e-013	0.186768
3019.95	4.137306e-012	1.710338e-013	0.180690
3090.30	4.542385e-012	1.648278e-013	0.174458
3162.28	5.032215e-012	1.634780e-013	0.168595
3235.94	5.398938e-012	1.657111e-013	0.163491
3311.31	5.669691e-012	1.694496e-013	0.158893
3388.44	5.643274e-012	1.720126e-013	0.155021
3467.37	5.521524e-012	1.724716e-013	0.151260
3548.13	5.121812e-012	1.695734e-013	0.147848
3630.78	4.603750e-012	1.598283e-013	0.143844
3715.35	4.224107e-012	1.473666e-013	0.139109
3801.89	3.957953e-012	1.346287e-013	0.134045
3890.45	3.812711e-012	1.232598e-013	0.128929
3981.07	3.693504e-012	1.145038e-013	0.124165
4073.80	3.533167e-012	1.063162e-013	0.119578
4168.69	3.325371e-012	9.770403e-014	0.115004
4265.80	3.009703e-012	8.803684e-014	0.110377
4365.16	2.998714e-012	7.686181e-014	0.105107
