"2021-10-19_lomgtermsulfite_114154 - RawData"
"Wavelength nm.","Abs."
190.00,2.96019
191.00,3.19507
192.00,3.24072
193.00,3.32520
194.00,3.54373
195.00,3.50584
196.00,3.63472
197.00,3.65813
198.00,3.77240
199.00,3.64203
200.00,3.79404
201.00,3.72960
202.00,3.85593
203.00,3.78784
204.00,3.85353
205.00,3.87680
206.00,3.82907
207.00,3.85226
208.00,3.86404
209.00,3.93538
210.00,3.90211
211.00,3.90199
212.00,3.86429
213.00,3.83397
214.00,3.85962
215.00,3.89920
216.00,3.86620
217.00,3.83499
218.00,3.86751
219.00,3.88094
220.00,3.91833
221.00,3.82668
222.00,3.83699
223.00,3.80946
224.00,3.79456
225.00,3.71753
226.00,3.77580
227.00,3.84198
228.00,3.86316
229.00,3.79707
230.00,3.76970
231.00,3.71730
232.00,3.76294
233.00,3.77318
234.00,3.74216
235.00,3.74301
236.00,3.73662
237.00,3.71477
238.00,3.69121
239.00,3.69130
240.00,3.67897
241.00,3.65971
242.00,3.61751
243.00,3.62440
244.00,3.59056
245.00,3.54303
246.00,3.48924
247.00,3.37770
248.00,3.21129
249.00,2.90294
250.00,2.52087
251.00,2.15059
252.00,1.83455
253.00,1.56065
254.00,1.31624
255.00,1.11584
256.00,0.94397
257.00,0.79889
258.00,0.67296
259.00,0.56889
260.00,0.48323
261.00,0.40732
262.00,0.34506
263.00,0.29697
264.00,0.25146
265.00,0.21368
266.00,0.18410
267.00,0.15997
268.00,0.13826
269.00,0.12097
270.00,0.10728
271.00,0.09544
272.00,0.08601
273.00,0.07881
274.00,0.07249
275.00,0.06737
276.00,0.06346
277.00,0.06027
278.00,0.05757
279.00,0.05531
280.00,0.05354
281.00,0.05211
282.00,0.05090
283.00,0.04997
284.00,0.04913
285.00,0.04842
286.00,0.04782
287.00,0.04738
288.00,0.04691
289.00,0.04654
290.00,0.04622
291.00,0.04593
292.00,0.04562
293.00,0.04535
294.00,0.04506
295.00,0.04480
296.00,0.04454
297.00,0.04440
298.00,0.04417
299.00,0.04408
300.00,0.04391
301.00,0.04382
302.00,0.04361
303.00,0.04346
304.00,0.04329
305.00,0.04320
306.00,0.04268
307.00,0.04257
308.00,0.04240
309.00,0.04230
310.00,0.04219
311.00,0.04213
312.00,0.04198
313.00,0.04187
314.00,0.04178
315.00,0.04164
316.00,0.04156
317.00,0.04153
318.00,0.04138
319.00,0.04135
320.00,0.04124
321.00,0.04115
322.00,0.04108
323.00,0.04103
324.00,0.04097
325.00,0.04083
326.00,0.04079
327.00,0.04065
328.00,0.04065
329.00,0.04059
330.00,0.04047
331.00,0.04041
332.00,0.04034
333.00,0.04025
334.00,0.04034
335.00,0.04013
336.00,0.04008
337.00,0.04008
338.00,0.03993
339.00,0.03981
340.00,0.03993
341.00,0.03981
342.00,0.03967
343.00,0.03979
344.00,0.03967
345.00,0.03979
346.00,0.03964
347.00,0.03961
348.00,0.03957
349.00,0.03949
350.00,0.03952
351.00,0.03943
352.00,0.03928
353.00,0.03918
354.00,0.03926
355.00,0.03926
356.00,0.03923
357.00,0.03909
358.00,0.03903
359.00,0.03891
360.00,0.03897
