"2021-10-19__105714 - RawData"
"Wavelength nm.","Abs."
190.00,0.21400
191.00,0.16312
192.00,0.13217
193.00,0.10794
194.00,0.09410
195.00,0.08463
196.00,0.07870
197.00,0.07454
198.00,0.07170
199.00,0.06943
200.00,0.06747
201.00,0.06590
202.00,0.06451
203.00,0.06319
204.00,0.06206
205.00,0.06097
206.00,0.05994
207.00,0.05891
208.00,0.05792
209.00,0.05713
210.00,0.05627
211.00,0.05548
212.00,0.05484
213.00,0.05421
214.00,0.05363
215.00,0.05305
216.00,0.05263
217.00,0.05220
218.00,0.05182
219.00,0.05145
220.00,0.05110
221.00,0.05078
222.00,0.05045
223.00,0.05016
224.00,0.04980
225.00,0.04955
226.00,0.04921
227.00,0.04887
228.00,0.04857
229.00,0.04828
230.00,0.04796
231.00,0.04764
232.00,0.04729
233.00,0.04700
234.00,0.04666
235.00,0.04633
236.00,0.04608
237.00,0.04582
238.00,0.04562
239.00,0.04538
240.00,0.04526
241.00,0.04503
242.00,0.04486
243.00,0.04469
244.00,0.04453
245.00,0.04437
246.00,0.04420
247.00,0.04408
248.00,0.04398
249.00,0.04385
250.00,0.04372
251.00,0.04358
252.00,0.04347
253.00,0.04335
254.00,0.04320
255.00,0.04308
256.00,0.04297
257.00,0.04286
258.00,0.04271
259.00,0.04265
260.00,0.04248
261.00,0.04237
262.00,0.04227
263.00,0.04214
264.00,0.04201
265.00,0.04187
266.00,0.04178
267.00,0.04164
268.00,0.04155
269.00,0.04147
270.00,0.04129
271.00,0.04118
272.00,0.04111
273.00,0.04102
274.00,0.04086
275.00,0.04076
276.00,0.04068
277.00,0.04053
278.00,0.04042
279.00,0.04030
280.00,0.04015
281.00,0.04007
282.00,0.03993
283.00,0.03983
284.00,0.03970
285.00,0.03957
286.00,0.03944
287.00,0.03931
288.00,0.03917
289.00,0.03905
290.00,0.03894
291.00,0.03888
292.00,0.03871
293.00,0.03859
294.00,0.03848
295.00,0.03847
296.00,0.03824
297.00,0.03816
298.00,0.03804
299.00,0.03799
300.00,0.03787
301.00,0.03784
302.00,0.03767
303.00,0.03761
304.00,0.03755
305.00,0.03752
306.00,0.03738
307.00,0.03732
308.00,0.03726
309.00,0.03716
310.00,0.03716
311.00,0.03711
312.00,0.03706
313.00,0.03699
314.00,0.03691
315.00,0.03687
316.00,0.03677
317.00,0.03671
318.00,0.03674
319.00,0.03679
320.00,0.03662
321.00,0.03654
322.00,0.03650
323.00,0.03648
324.00,0.03648
325.00,0.03636
326.00,0.03632
327.00,0.03638
328.00,0.03629
329.00,0.03618
330.00,0.03622
331.00,0.03609
332.00,0.03607
333.00,0.03601
334.00,0.03613
335.00,0.03598
336.00,0.03595
337.00,0.03600
338.00,0.03587
339.00,0.03580
340.00,0.03577
341.00,0.03575
342.00,0.03571
343.00,0.03580
344.00,0.03566
345.00,0.03572
346.00,0.03557
347.00,0.03552
348.00,0.03564
349.00,0.03557
350.00,0.03554
351.00,0.03546
352.00,0.03543
353.00,0.03526
354.00,0.03545
355.00,0.03542
356.00,0.03532
357.00,0.03531
358.00,0.03505
359.00,0.03510
360.00,0.03526
