"2021-10-19__105846 - RawData"
"Wavelength nm.","Abs."
190.00,3.26665
191.00,3.29424
192.00,3.52228
193.00,3.50848
194.00,3.66647
195.00,3.55185
196.00,3.62387
197.00,3.79297
198.00,3.78847
199.00,3.79053
200.00,3.85573
201.00,3.89824
202.00,3.90918
203.00,3.86575
204.00,3.95793
205.00,3.88895
206.00,3.90320
207.00,3.92970
208.00,3.89987
209.00,3.91238
210.00,3.92305
211.00,3.94775
212.00,3.92336
213.00,3.92270
214.00,3.93884
215.00,3.89981
216.00,3.89687
217.00,3.90813
218.00,3.93787
219.00,3.84778
220.00,3.50584
221.00,3.11400
222.00,2.66052
223.00,2.26186
224.00,1.91214
225.00,1.64937
226.00,1.43025
227.00,1.24519
228.00,1.10106
229.00,0.99294
230.00,0.91385
231.00,0.86102
232.00,0.83092
233.00,0.82175
234.00,0.83125
235.00,0.85742
236.00,0.89886
237.00,0.95328
238.00,1.02115
239.00,1.09959
240.00,1.18794
241.00,1.28873
242.00,1.39804
243.00,1.51173
244.00,1.63472
245.00,1.76593
246.00,1.89876
247.00,2.02852
248.00,2.15878
249.00,2.28337
250.00,2.39876
251.00,2.50969
252.00,2.60919
253.00,2.69594
254.00,2.78152
255.00,2.85190
256.00,2.90904
257.00,2.96533
258.00,3.00093
259.00,3.02928
260.00,3.03568
261.00,3.03998
262.00,3.04771
263.00,3.05353
264.00,3.04584
265.00,3.03088
266.00,2.98450
267.00,2.97740
268.00,2.94917
269.00,2.91589
270.00,2.87454
271.00,2.83011
272.00,2.79306
273.00,2.73531
274.00,2.68338
275.00,2.62096
276.00,2.56488
277.00,2.50885
278.00,2.44492
279.00,2.37427
280.00,2.30844
281.00,2.23880
282.00,2.16345
283.00,2.08739
284.00,2.01077
285.00,1.92679
286.00,1.84613
287.00,1.76384
288.00,1.68062
289.00,1.59506
290.00,1.51480
291.00,1.42783
292.00,1.34299
293.00,1.25925
294.00,1.17601
295.00,1.09018
296.00,1.00681
297.00,0.92841
298.00,0.84731
299.00,0.77345
300.00,0.70335
301.00,0.63809
302.00,0.57309
303.00,0.51810
304.00,0.46306
305.00,0.41298
306.00,0.36823
307.00,0.32668
308.00,0.28885
309.00,0.25583
310.00,0.22626
311.00,0.19940
312.00,0.17523
313.00,0.15506
314.00,0.13760
315.00,0.12135
316.00,0.10739
317.00,0.09608
318.00,0.08636
319.00,0.07799
320.00,0.07088
321.00,0.06526
322.00,0.06050
323.00,0.05672
324.00,0.05368
325.00,0.05107
326.00,0.04892
327.00,0.04726
328.00,0.04585
329.00,0.04468
330.00,0.04356
331.00,0.04268
332.00,0.04189
333.00,0.04117
334.00,0.04073
335.00,0.04008
336.00,0.03958
337.00,0.03929
338.00,0.03882
339.00,0.03848
340.00,0.03819
341.00,0.03786
342.00,0.03751
343.00,0.03741
344.00,0.03719
345.00,0.03703
346.00,0.03677
347.00,0.03654
348.00,0.03638
349.00,0.03622
350.00,0.03618
351.00,0.03595
352.00,0.03583
353.00,0.03557
354.00,0.03561
355.00,0.03554
356.00,0.03545
357.00,0.03529
358.00,0.03516
359.00,0.03496
360.00,0.03500
