"2021-10-19_lomgtermsulfite_113330 - RawData"
"Wavelength nm.","Abs."
190.00,2.87718
191.00,2.99638
192.00,3.09645
193.00,3.30005
194.00,3.37755
195.00,3.38864
196.00,3.48776
197.00,3.48337
198.00,3.48671
199.00,3.60245
200.00,3.54195
201.00,3.55350
202.00,3.61459
203.00,3.68700
204.00,3.60605
205.00,3.59833
206.00,3.62808
207.00,3.66811
208.00,3.65170
209.00,3.59697
210.00,3.69173
211.00,3.70604
212.00,3.73299
213.00,3.63641
214.00,3.66261
215.00,3.66571
216.00,3.61884
217.00,3.60512
218.00,3.60162
219.00,3.65631
220.00,3.63219
221.00,3.65135
222.00,3.54283
223.00,3.47664
224.00,3.46155
225.00,3.45990
226.00,3.46339
227.00,3.45151
228.00,3.43535
229.00,3.44685
230.00,3.42531
231.00,3.38315
232.00,3.32915
233.00,3.26308
234.00,3.07042
235.00,2.82852
236.00,2.57080
237.00,2.31253
238.00,2.06140
239.00,1.83217
240.00,1.62662
241.00,1.43291
242.00,1.25890
243.00,1.10741
244.00,0.96741
245.00,0.84027
246.00,0.72881
247.00,0.63242
248.00,0.54718
249.00,0.47421
250.00,0.41208
251.00,0.35576
252.00,0.30919
253.00,0.26947
254.00,0.23402
255.00,0.20476
256.00,0.17947
257.00,0.15787
258.00,0.13898
259.00,0.12354
260.00,0.11067
261.00,0.09891
262.00,0.08919
263.00,0.08150
264.00,0.07420
265.00,0.06815
266.00,0.06332
267.00,0.05940
268.00,0.05583
269.00,0.05293
270.00,0.05054
271.00,0.04846
272.00,0.04681
273.00,0.04550
274.00,0.04428
275.00,0.04327
276.00,0.04254
277.00,0.04185
278.00,0.04126
279.00,0.04074
280.00,0.04031
281.00,0.03992
282.00,0.03960
283.00,0.03935
284.00,0.03911
285.00,0.03883
286.00,0.03864
287.00,0.03841
288.00,0.03819
289.00,0.03801
290.00,0.03783
291.00,0.03770
292.00,0.03752
293.00,0.03737
294.00,0.03720
295.00,0.03706
296.00,0.03696
297.00,0.03683
298.00,0.03671
299.00,0.03662
300.00,0.03648
301.00,0.03645
302.00,0.03632
303.00,0.03625
304.00,0.03618
305.00,0.03615
306.00,0.03598
307.00,0.03586
308.00,0.03581
309.00,0.03571
310.00,0.03566
311.00,0.03563
312.00,0.03555
313.00,0.03551
314.00,0.03549
315.00,0.03542
316.00,0.03534
317.00,0.03531
318.00,0.03528
319.00,0.03531
320.00,0.03523
321.00,0.03511
322.00,0.03513
323.00,0.03505
324.00,0.03514
325.00,0.03496
326.00,0.03497
327.00,0.03490
328.00,0.03488
329.00,0.03487
330.00,0.03491
331.00,0.03477
332.00,0.03476
333.00,0.03465
334.00,0.03473
335.00,0.03462
336.00,0.03453
337.00,0.03467
338.00,0.03464
339.00,0.03450
340.00,0.03453
341.00,0.03447
342.00,0.03441
343.00,0.03448
344.00,0.03438
345.00,0.03450
346.00,0.03435
347.00,0.03432
348.00,0.03438
349.00,0.03424
350.00,0.03432
351.00,0.03430
352.00,0.03429
353.00,0.03406
354.00,0.03429
355.00,0.03421
356.00,0.03421
357.00,0.03410
358.00,0.03412
359.00,0.03398
360.00,0.03397
