"2022-07-13_longtermsulfite_searleslake_pH7_4 - RawData"
"Wavelength nm.","Abs."
190.00,2.88850
191.00,3.24106
192.00,3.39310
193.00,3.45085
194.00,3.63927
195.00,3.67400
196.00,3.66151
197.00,3.79517
198.00,3.76120
199.00,3.81694
200.00,3.72681
201.00,3.82333
202.00,3.85773
203.00,3.81761
204.00,3.82776
205.00,3.82625
206.00,3.89183
207.00,3.85918
208.00,3.92915
209.00,3.85371
210.00,3.87071
211.00,3.86324
212.00,3.84518
213.00,3.88907
214.00,3.85301
215.00,3.82455
216.00,3.82539
217.00,3.83598
218.00,3.82256
219.00,3.84601
220.00,3.83295
221.00,3.88791
222.00,3.72380
223.00,3.66965
224.00,3.62990
225.00,3.63763
226.00,3.62561
227.00,3.61479
228.00,3.66815
229.00,3.66649
230.00,3.59244
231.00,3.55550
232.00,3.57964
233.00,3.61273
234.00,3.55933
235.00,3.56886
236.00,3.59601
237.00,3.56244
238.00,3.54089
239.00,3.48340
240.00,3.45374
241.00,3.40651
242.00,3.30402
243.00,3.05659
244.00,2.72177
245.00,2.35426
246.00,2.00470
247.00,1.70097
248.00,1.43446
249.00,1.21144
250.00,1.02330
251.00,0.85777
252.00,0.72406
253.00,0.61273
254.00,0.51613
255.00,0.43892
256.00,0.37393
257.00,0.31967
258.00,0.27357
259.00,0.23659
260.00,0.20665
261.00,0.18005
262.00,0.15895
263.00,0.14258
264.00,0.12720
265.00,0.11462
266.00,0.10484
267.00,0.09723
268.00,0.09021
269.00,0.08459
270.00,0.08015
271.00,0.07629
272.00,0.07314
273.00,0.07068
274.00,0.06848
275.00,0.06657
276.00,0.06514
277.00,0.06389
278.00,0.06273
279.00,0.06172
280.00,0.06091
281.00,0.06012
282.00,0.05945
283.00,0.05882
284.00,0.05833
285.00,0.05777
286.00,0.05728
287.00,0.05681
288.00,0.05643
289.00,0.05603
290.00,0.05568
291.00,0.05527
292.00,0.05490
293.00,0.05457
294.00,0.05421
295.00,0.05383
296.00,0.05348
297.00,0.05316
298.00,0.05280
299.00,0.05249
300.00,0.05211
301.00,0.05179
302.00,0.05144
303.00,0.05110
304.00,0.05067
305.00,0.05031
306.00,0.04968
307.00,0.04930
308.00,0.04883
309.00,0.04840
310.00,0.04799
311.00,0.04759
312.00,0.04710
313.00,0.04669
314.00,0.04622
315.00,0.04573
316.00,0.04535
317.00,0.04489
318.00,0.04440
319.00,0.04401
320.00,0.04344
321.00,0.04309
322.00,0.04271
323.00,0.04228
324.00,0.04189
325.00,0.04158
326.00,0.04126
327.00,0.04106
328.00,0.04076
329.00,0.04039
330.00,0.04022
331.00,0.03999
332.00,0.03973
333.00,0.03955
334.00,0.03926
335.00,0.03905
336.00,0.03889
337.00,0.03868
338.00,0.03857
339.00,0.03836
340.00,0.03822
341.00,0.03815
342.00,0.03796
343.00,0.03783
344.00,0.03772
345.00,0.03757
346.00,0.03748
347.00,0.03740
348.00,0.03722
349.00,0.03709
350.00,0.03702
351.00,0.03680
352.00,0.03687
353.00,0.03665
354.00,0.03679
355.00,0.03639
356.00,0.03641
357.00,0.03647
358.00,0.03641
359.00,0.03625
360.00,0.03604
