# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	6.752823e-60
R2	1.190912e-47
R3	3.021113e-17
R4	1.613945e-16
R5	2.736694e-39
R6	4.180774e+08
R7	6.439594e-19
R8	5.882610e-03
R9	2.800852e-17
R10	2.382103e-42
R11	3.965359e-11
R12	5.425411e-05
R13	3.969544e-15
R14	1.766460e-06
R15	2.681595e-25
R16	2.481595e-02
R17	7.218229e-15
R18	2.204329e-08
R19	2.056743e-16
R20	3.984873e-11
R21	7.029121e-05
R22	3.834066e-05
R23	1.345182e-04
R24	2.167064e-10
R25	2.739965e-08
R26	3.525222e+05
R27	3.493397e-12
R28	4.771942e-12
R29	4.428051e-07
R30	3.768989e-04
R31	1.406458e-10
R32	5.300784e-05
R33	1.524884e-01
R34	3.227088e-17
R35	2.162246e-05
R36	1.583579e-13
R37	6.954045e-08
R38	2.278852e-07
R39	1.263642e-09
R40	2.127085e-15
R41	5.820877e-47
R44	1.149715e-06
R45	6.514138e-08
R46	3.257069e-09
R47	8.469124e-13
R48	1.479388e-08
R49	1.708953e-13
R50	7.513056e-05
R51	2.663998e-09
R52	1.688696e-08
R53	9.063083e-01
R54	4.052837e-12
R55	2.350574e-07
R56	2.464360e-05
R57	1.063527e-19
R59	2.709813e-04
R60	2.269286e+02
R61	1.737651e+01
R62	8.271991e-10
R63	2.739561e-03
R64	7.400150e+01
R65	4.551745e-03
R66	3.103374e+00
R67	6.086097e+02
R68	6.561734e-04
R69	2.489655e-03
R70	9.266226e+05
R71	6.177485e+06
R72	2.442309e-10
R73	3.614120e-11
R74	1.089076e-12
R75	1.041503e-05
R76	2.824610e+01
R77	2.824610e+02
R78	7.542349e-01
R79	2.676111e+02
R80	5.211835e-07
R81	7.270353e+07
R82	2.802884e-10
R83	3.012153e-04
R84	7.521139e-01
R85	1.224180e-11
R86	7.469574e-12
R87	1.202938e-13
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	9.147574e-03
R93	5.751396e-05
R94	2.904691e-04
R95	3.082517e-08
R96	2.096156e+01
R97	3.262798e-15
R98	6.538535e-07
R99	1.082700e-05
R100	2.584161e-08
R101	4.906514e-07
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	3.367653e-08
R109	3.688697e-02
R110	7.615622e+03
R111	1.205757e+06
R112	3.075594e+06
R113	1.321298e+06
R114	2.642597e+06
R115	7.951684e-03
R116	9.553129e-09
R117	4.408079e-06
R118	2.831512e+10
R119	4.324115e-14
R120	2.478491e-78
R121	5.457880e-60
R122	9.217372e-36
R123	1.924629e+05
R124	2.039907e-20
R125	6.498177e-19
R126	5.055487e-25
R127	1.601050e-04
R128	2.156367e-32
R129	3.573212e-18
R130	3.602229e+03
R131	1.043285e+00
R132	1.080346e-01
R133	1.664144e+05
R134	9.077150e+04
R135	4.716423e-06
R136	3.112671e+02
R137	1.111358e+05
R138	1.807631e+05
R140	6.136300e+06
R141	3.068149e+05
R142	6.297244e+04
R143	1.694659e+05
R145	3.535486e+00
R146	2.030645e+01
R147	1.143479e+08
R148	1.839842e+08
R149	1.780913e-05
R150	1.176452e+05
R152	1.452303e+07
R153	8.072093e+06
R154	5.045059e+05
R155	3.887537e+00
R156	2.216120e-16
R157	2.382104e+06
R159	2.208440e+06
R160	1.542309e-03
R161	1.860967e-03
R162	1.901849e+10
R163	9.208898e-05
R164	1.207799e-10
R165	1.290674e+01
R166	1.266314e+04
R167	3.737530e+06
R168	4.309841e+05
R169	5.201343e-10
R171	4.309487e-01
R172	1.235942e+11
R173	6.340488e-01
